page_number,line_number,event_number,event_name,athlete_name,age,club_name,rank_position,seed_time_text,result_time_text,result_time_ms,status,raw_line
11,30,9,women 25-29 100 LC Meter freestyle,"Nunñez, Manuela",29,Master Providencia,2,"1:18,00","1:19,73",79730,valid,"2 Nunñez, Manuela 29 Master Providencia 1:18,00 1:19,73"
11,31,9,women 25-29 100 LC Meter freestyle,"Rivera, Sofia",29,Calambre Swim Team,3,"1:19,00","1:21,60",81600,valid,"3 Rivera, Sofia 29 Calambre Swim Team 1:19,00 1:21,60"
11,32,9,women 25-29 100 LC Meter freestyle,"Farias, Thiare",27,Pedro Aguirre Cerda,4,"1:35,80","1:36,62",96620,valid,"4 Farias, Thiare 27 Pedro Aguirre Cerda 1:35,80 1:36,62"
11,33,9,women 25-29 100 LC Meter freestyle,"Tapia, Maria Jesus",25,Natacion Master Recoleta,5,"1:37,54","1:38,93",98930,valid,"5 Tapia, Maria Jesus 25 Natacion Master Recoleta 1:37,54 1:38,93"
11,34,9,women 25-29 100 LC Meter freestyle,"Aguilera, Ayelen",27,Azul Natacion Mendoza,6,"1:51,14","1:50,85",110850,valid,"6 Aguilera, Ayelen 27 Azul Natacion Mendoza 1:51,14 1:50,85"
11,35,9,women 25-29 100 LC Meter freestyle,"Jimenez, Javiera",28,Calambre Swim Team,7,"1:34,00","1:51,06",111060,valid,"7 Jimenez, Javiera 28 Calambre Swim Team 1:34,00 1:51,06"
11,37,9,women 30-34 100 LC Meter freestyle,"Lopez, Diane",30,Pedro Aguirre Cerda,1,"1:20,00","1:25,07",85070,valid,"1 Lopez, Diane 30 Pedro Aguirre Cerda 1:20,00 1:25,07"
11,38,9,women 30-34 100 LC Meter freestyle,"Sanchez, Johana",31,Aquaclub Maipu,2,"1:39,85","1:32,15",92150,valid,"2 Sanchez, Johana 31 Aquaclub Maipu 1:39,85 1:32,15"
11,39,9,women 30-34 100 LC Meter freestyle,"Largi, Stephanie",34,Orinoco Swim,3,"1:47,22","1:45,38",105380,valid,"3 Largi, Stephanie 34 Orinoco Swim 1:47,22 1:45,38"
11,41,9,women 35-39 100 LC Meter freestyle,"Vacher, Francisca",35,Golden,1,"1:14,43","1:15,52",75520,valid,"1 Vacher, Francisca 35 Golden 1:14,43 1:15,52"
11,42,9,women 35-39 100 LC Meter freestyle,"Godoy, Ana",37,Nunoa Master,2,"1:18,20","1:16,19",76190,valid,"2 Godoy, Ana 37 Nunoa Master 1:18,20 1:16,19"
11,43,9,women 35-39 100 LC Meter freestyle,"Nahuelpan, Nicole",36,100 por Ciento Swim,3,NT,"1:50,71",110710,valid,"3 Nahuelpan, Nicole 36 100 por Ciento Swim NT 1:50,71"
11,45,9,women 40-44 100 LC Meter freestyle,"Penña, Daniela",40,Orinoco Swim,1,"1:12,23","1:19,98",79980,valid,"1 Penña, Daniela 40 Orinoco Swim 1:12,23 1:19,98"
11,46,9,women 40-44 100 LC Meter freestyle,"Rodriguez, Diana",41,Nunoa Master,2,"1:25,00","1:21,39",81390,valid,"2 Rodriguez, Diana 41 Nunoa Master 1:25,00 1:21,39"
11,47,9,women 40-44 100 LC Meter freestyle,"Mangiameli, Georgina",41,Nunoa Master,3,"1:35,60","1:30,41",90410,valid,"3 Mangiameli, Georgina 41 Nunoa Master 1:35,60 1:30,41"
11,48,9,women 40-44 100 LC Meter freestyle,"Aparicio, Adriana",40,Nunoa Master,4,"1:43,00","1:39,13",99130,valid,"4 Aparicio, Adriana 40 Nunoa Master 1:43,00 1:39,13"
11,50,9,women 45-49 100 LC Meter freestyle,"Guadalupe, Paula",48,Master Providencia,1,"1:20,00","1:17,40",77400,valid,"1 Guadalupe, Paula 48 Master Providencia 1:20,00 1:17,40"
12,5,9,women 45-49 100 LC Meter freestyle,"Pino, Carla",47,Nielol,2,"1:14,00","1:21,03",81030,valid,"2 Pino, Carla 47 Nielol 1:14,00 1:21,03"
12,6,9,women 45-49 100 LC Meter freestyle,"Defosse, Carla",45,Master Providencia,3,"1:26,50","1:25,46",85460,valid,"3 Defosse, Carla 45 Master Providencia 1:26,50 1:25,46"
12,7,9,women 45-49 100 LC Meter freestyle,"Vasquez, Carola",49,Natacion Master Recoleta,4,"1:37,54","1:32,02",92020,valid,"4 Vasquez, Carola 49 Natacion Master Recoleta 1:37,54 1:32,02"
12,8,9,women 45-49 100 LC Meter freestyle,"Aguilar, Glaisa",48,Nunoa Master,5,"1:35,17","1:32,07",92070,valid,"5 Aguilar, Glaisa 48 Nunoa Master 1:35,17 1:32,07"
12,9,9,women 45-49 100 LC Meter freestyle,"Rodriguez, Erika",48,Penñalolen Master,6,"1:43,00","1:46,95",106950,valid,"6 Rodriguez, Erika 48 Penñalolen Master 1:43,00 1:46,95"
12,10,9,women 45-49 100 LC Meter freestyle,"Gauna, Noe",45,Azul Natacion Mendoza,7,"1:46,00","2:09,64",129640,valid,"7 Gauna, Noe 45 Azul Natacion Mendoza 1:46,00 2:09,64"
12,12,9,women 50-54 100 LC Meter freestyle,"Jara, Carolina",52,Natacion Master Buin,1,"1:40,00","1:37,04",97040,valid,"1 Jara, Carolina 52 Natacion Master Buin 1:40,00 1:37,04"
12,13,9,women 50-54 100 LC Meter freestyle,"Gonzalez, Elena",52,Nunoa Master,2,"1:44,44","1:47,32",107320,valid,"2 Gonzalez, Elena 52 Nunoa Master 1:44,44 1:47,32"
12,14,9,women 50-54 100 LC Meter freestyle,"Ojeda, Veroénica",51,Penñalolen Master,3,"1:45,00","1:49,65",109650,valid,"3 Ojeda, Veroénica 51 Penñalolen Master 1:45,00 1:49,65"
12,15,9,women 50-54 100 LC Meter freestyle,"Vera, Claudia",52,Natacion Master Recoleta,4,"1:55,72","1:57,96",117960,valid,"4 Vera, Claudia 52 Natacion Master Recoleta 1:55,72 1:57,96"
12,16,9,women 50-54 100 LC Meter freestyle,"Cabeza, Marisel",52,Nunoa Master,5,"2:02,00","2:07,61",127610,valid,"5 Cabeza, Marisel 52 Nunoa Master 2:02,00 2:07,61"
12,18,9,women 55-59 100 LC Meter freestyle,"Crocco, Gianina",58,Natacion Master Buin,1,"1:45,00","1:37,71",97710,valid,"1 Crocco, Gianina 58 Natacion Master Buin 1:45,00 1:37,71"
12,19,9,women 55-59 100 LC Meter freestyle,"Dable, Marie Claire",57,Master Providencia,2,"1:42,00","1:39,98",99980,valid,"2 Dable, Marie Claire 57 Master Providencia 1:42,00 1:39,98"
12,20,9,women 55-59 100 LC Meter freestyle,"Ramíérez, Orieta",55,Penñalolen Master,3,"1:58,00","1:51,66",111660,valid,"3 Ramíérez, Orieta 55 Penñalolen Master 1:58,00 1:51,66"
12,21,9,women 55-59 100 LC Meter freestyle,"Perez, Paulina",56,Natacion Master Recoleta,4,"1:55,10","1:58,05",118050,valid,"4 Perez, Paulina 56 Natacion Master Recoleta 1:55,10 1:58,05"
12,22,9,women 55-59 100 LC Meter freestyle,"Aros, Paola",55,Master Providencia,5,"1:55,00","2:01,62",121620,valid,"5 Aros, Paola 55 Master Providencia 1:55,00 2:01,62"
12,23,9,women 55-59 100 LC Meter freestyle,"Amaro, Maria",56,Pedro Aguirre Cerda,6,"2:26,90","2:11,21",131210,valid,"6 Amaro, Maria 56 Pedro Aguirre Cerda 2:26,90 2:11,21"
12,25,9,women 60-64 100 LC Meter freestyle,"Case, Cynthia",64,Master Providencia,1,"1:22,00","1:24,20",84200,valid,"1 Case, Cynthia 64 Master Providencia 1:22,00 1:24,20"
12,26,9,women 60-64 100 LC Meter freestyle,"Acencio, Claudia",63,Master Providencia,2,"1:45,00","1:39,77",99770,valid,"2 Acencio, Claudia 63 Master Providencia 1:45,00 1:39,77"
12,27,9,women 60-64 100 LC Meter freestyle,"Muüller, Bettina",62,Penñalolen Master,3,"1:55,00","1:50,06",110060,valid,"3 Muüller, Bettina 62 Penñalolen Master 1:55,00 1:50,06"
12,28,9,women 60-64 100 LC Meter freestyle,"Reyes, Irene",62,Pedro Aguirre Cerda,4,"2:03,30","2:04,82",124820,valid,"4 Reyes, Irene 62 Pedro Aguirre Cerda 2:03,30 2:04,82"
12,29,9,women 60-64 100 LC Meter freestyle,"Canñete, Soledad",63,Natacion Master Recoleta,5,"2:20,00","2:09,85",129850,valid,"5 Canñete, Soledad 63 Natacion Master Recoleta 2:20,00 2:09,85"
12,30,9,women 60-64 100 LC Meter freestyle,"Acunña, Patricia",60,Master Providencia,6,"2:15,00","2:22,68",142680,valid,"6 Acunña, Patricia 60 Master Providencia 2:15,00 2:22,68"
12,31,9,women 60-64 100 LC Meter freestyle,"Moncada, Marisol",61,Natacion Master Recoleta,7,"2:13,70","2:44,66",164660,valid,"7 Moncada, Marisol 61 Natacion Master Recoleta 2:13,70 2:44,66"
12,33,9,women 65-69 100 LC Meter freestyle,"Pinto Galleguillos, Rosario Soledad",67,Penñalolen Master,1,"1:45,00","1:41,66",101660,valid,"1 Pinto Galleguillos, Rosario Soledad 67 Penñalolen Master 1:45,00 1:41,66"
12,34,9,women 65-69 100 LC Meter freestyle,"Alarcon, Silvia",68,Natacion Master Recoleta,2,"2:04,81","2:07,88",127880,valid,"2 Alarcon, Silvia 68 Natacion Master Recoleta 2:04,81 2:07,88"
12,35,9,women 65-69 100 LC Meter freestyle,"Concha, Elizabeth",68,Nunoa Master,3,"2:11,00","2:11,91",131910,valid,"3 Concha, Elizabeth 68 Nunoa Master 2:11,00 2:11,91"
12,36,9,women 65-69 100 LC Meter freestyle,"Ayala, Elena",67,Master Providencia,4,"2:45,00","3:13,04",193040,valid,"4 Ayala, Elena 67 Master Providencia 2:45,00 3:13,04"
12,38,9,women 70-74 100 LC Meter freestyle,"Munñoz, Maria",70,Nunoa Master,1,"2:20,95","2:21,31",141310,valid,"1 Munñoz, Maria 70 Nunoa Master 2:20,95 2:21,31"
12,39,9,women 70-74 100 LC Meter freestyle,"Toro, Soledad",72,Master Providencia,2,"2:25,00","2:23,65",143650,valid,"2 Toro, Soledad 72 Master Providencia 2:25,00 2:23,65"
12,40,9,women 70-74 100 LC Meter freestyle,"Robles, Graciela",73,Nunoa Master,3,"3:05,11","2:58,97",178970,valid,"3 Robles, Graciela 73 Nunoa Master 3:05,11 2:58,97"
12,42,9,women 75-79 100 LC Meter freestyle,"Nunñez, Elizabeth",77,Master Providencia,1,"2:18,00","2:10,81",130810,valid,"1 Nunñez, Elizabeth 77 Master Providencia 2:18,00 2:10,81"
12,44,9,women 85-89 100 LC Meter freestyle,"Escudero, Oriele",85,Nunoa Master,1,"2:38,33","2:45,51",165510,valid,"1 Escudero, Oriele 85 Nunoa Master 2:38,33 2:45,51"
12,46,10,men 19 & Under 100 LC Meter freestyle,"Reis Aguayo, Nelson",19,Penñalolen Master,1,"1:03,00","1:04,84",64840,valid,"1 Reis Aguayo, Nelson 19 Penñalolen Master 1:03,00 1:04,84"
12,47,10,men 19 & Under 100 LC Meter freestyle,"Rodriguez, Joaquin",19,Agua Plena San Rafael,2,"1:19,00","1:35,89",95890,valid,"2 Rodriguez, Joaquin 19 Agua Plena San Rafael 1:19,00 1:35,89"
12,49,10,men 20-24 100 LC Meter freestyle,"Gonzalez, Joaquin",23,Natacion Master Recoleta,1,"1:06,00","1:11,49",71490,valid,"1 Gonzalez, Joaquin 23 Natacion Master Recoleta 1:06,00 1:11,49"
12,50,10,men 20-24 100 LC Meter freestyle,"Flores, Jose Luis",20,Pedro Aguirre Cerda,2,"1:10,30","1:12,18",72180,valid,"2 Flores, Jose Luis 20 Pedro Aguirre Cerda 1:10,30 1:12,18"
13,5,10,men 20-24 100 LC Meter freestyle,"Zapata Esquivel, Tomas Benja",24,Aquaclub Maipu,3,"1:15,80","1:16,45",76450,valid,"3 Zapata Esquivel, Tomas Benja 24 Aquaclub Maipu 1:15,80 1:16,45"
13,6,10,men 20-24 100 LC Meter freestyle,"Trilla, Ignacio",21,Azul Natacion Mendoza,4,"1:22,67","1:20,34",80340,valid,"4 Trilla, Ignacio 21 Azul Natacion Mendoza 1:22,67 1:20,34"
13,7,10,men 20-24 100 LC Meter freestyle,"Caro, Martin",20,Pedro Aguirre Cerda,5,"1:17,80","1:21,81",81810,valid,"5 Caro, Martin 20 Pedro Aguirre Cerda 1:17,80 1:21,81"
13,8,10,men 20-24 100 LC Meter freestyle,"Moron, Martin",22,Azul Natacion Mendoza,6,"1:25,00","1:25,00",85000,valid,"6 Moron, Martin 22 Azul Natacion Mendoza 1:25,00 1:25,00"
13,10,10,men 25-29 100 LC Meter freestyle,"Bulnes, Martin",27,Golden,1,"1:05,00","1:04,70",64700,valid,"1 Bulnes, Martin 27 Golden 1:05,00 1:04,70"
13,11,10,men 25-29 100 LC Meter freestyle,"Gonzalez, Daniel",27,Nunoa Master,2,"1:16,00","1:06,26",66260,valid,"2 Gonzalez, Daniel 27 Nunoa Master 1:16,00 1:06,26"
13,12,10,men 25-29 100 LC Meter freestyle,"Caro, Cristobal",26,Pedro Aguirre Cerda,3,"1:05,30","1:07,14",67140,valid,"3 Caro, Cristobal 26 Pedro Aguirre Cerda 1:05,30 1:07,14"
13,13,10,men 25-29 100 LC Meter freestyle,"Fernandez Morales, Nelson",26,Club Deportivo UC,4,"1:13,00","1:12,34",72340,valid,"4 Fernandez Morales, Nelson 26 Club Deportivo UC 1:13,00 1:12,34"
13,14,10,men 25-29 100 LC Meter freestyle,"Meneses, Felipe",27,Pedro Aguirre Cerda,5,"1:11,30","1:13,86",73860,valid,"5 Meneses, Felipe 27 Pedro Aguirre Cerda 1:11,30 1:13,86"
13,15,10,men 25-29 100 LC Meter freestyle,"Bolanños, Kleiber",29,Pedro Aguirre Cerda,6,"1:16,40","1:14,91",74910,valid,"6 Bolanños, Kleiber 29 Pedro Aguirre Cerda 1:16,40 1:14,91"
13,16,10,men 25-29 100 LC Meter freestyle,"Rodriguez, Santi",27,Azul Natacion Mendoza,7,"1:20,10","1:14,92",74920,valid,"7 Rodriguez, Santi 27 Azul Natacion Mendoza 1:20,10 1:14,92"
13,17,10,men 25-29 100 LC Meter freestyle,"Aguilera, Gonzalo",27,Penñalolen Master,8,"1:25,00","1:18,07",78070,valid,"8 Aguilera, Gonzalo 27 Penñalolen Master 1:25,00 1:18,07"
13,18,10,men 25-29 100 LC Meter freestyle,"Saavedra, Lucas",25,Penñalolen Master,9,"4:00,00","1:18,88",78880,valid,"9 Saavedra, Lucas 25 Penñalolen Master 4:00,00 1:18,88"
13,19,10,men 25-29 100 LC Meter freestyle,"Avila, Franco",26,Penñalolen Master,10,"1:30,00","1:21,47",81470,valid,"10 Avila, Franco 26 Penñalolen Master 1:30,00 1:21,47"
13,20,10,men 25-29 100 LC Meter freestyle,"Monsalve, Nicolas",27,Natacion Master Recoleta,11,"1:24,34","1:24,39",84390,valid,"11 Monsalve, Nicolas 27 Natacion Master Recoleta 1:24,34 1:24,39"
13,21,10,men 25-29 100 LC Meter freestyle,"Yanñez, Sebastian",27,Natacion Master Recoleta,12,"1:24,34","1:26,46",86460,valid,"12 Yanñez, Sebastian 27 Natacion Master Recoleta 1:24,34 1:26,46"
13,22,10,men 25-29 100 LC Meter freestyle,"Perez, Maximiliano",28,Agua Plena San Rafael,13,"1:18,00","1:26,64",86640,valid,"13 Perez, Maximiliano 28 Agua Plena San Rafael 1:18,00 1:26,64"
13,23,10,men 25-29 100 LC Meter freestyle,"Walder, Raul",26,100 por Ciento Swim,14,NT,"1:30,53",90530,valid,"14 Walder, Raul 26 100 por Ciento Swim NT 1:30,53"
13,24,10,men 25-29 100 LC Meter freestyle,"Valenzuela, Osvaldo",26,Natacion Master Recoleta,15,"1:38,94","1:32,73",92730,valid,"15 Valenzuela, Osvaldo 26 Natacion Master Recoleta 1:38,94 1:32,73"
13,26,10,men 30-34 100 LC Meter freestyle,"Lagos, Rodrigo",30,Natacion Master Recoleta,1,"1:00,88","1:00,88",60880,valid,"1 Lagos, Rodrigo 30 Natacion Master Recoleta 1:00,88 1:00,88"
13,27,10,men 30-34 100 LC Meter freestyle,"Nava, Juan",30,Nunoa Master,2,"1:02,57","1:05,31",65310,valid,"2 Nava, Juan 30 Nunoa Master 1:02,57 1:05,31"
13,28,10,men 30-34 100 LC Meter freestyle,"Parra, Nicolas",30,Pedro Aguirre Cerda,3,"1:06,80","1:05,66",65660,valid,"3 Parra, Nicolas 30 Pedro Aguirre Cerda 1:06,80 1:05,66"
13,29,10,men 30-34 100 LC Meter freestyle,"Lucero, Mauricio",32,Ciudad de Mendoza,4,"1:01,60","1:07,31",67310,valid,"4 Lucero, Mauricio 32 Ciudad de Mendoza 1:01,60 1:07,31"
13,30,10,men 30-34 100 LC Meter freestyle,"Becerra, Martin",30,Pedro Aguirre Cerda,5,"1:09,30","1:10,38",70380,valid,"5 Becerra, Martin 30 Pedro Aguirre Cerda 1:09,30 1:10,38"
13,31,10,men 30-34 100 LC Meter freestyle,"Cantoro, Sergio",33,Aquaclub Maipu,6,"1:10,75","1:12,87",72870,valid,"6 Cantoro, Sergio 33 Aquaclub Maipu 1:10,75 1:12,87"
13,32,10,men 30-34 100 LC Meter freestyle,"Sayago, Alexis",33,Nunoa Master,7,"1:08,07","1:13,24",73240,valid,"7 Sayago, Alexis 33 Nunoa Master 1:08,07 1:13,24"
13,33,10,men 30-34 100 LC Meter freestyle,"Carrasco, Moises",31,Nunoa Master,8,"1:30,00","1:13,54",73540,valid,"8 Carrasco, Moises 31 Nunoa Master 1:30,00 1:13,54"
13,34,10,men 30-34 100 LC Meter freestyle,"Ventura, Maxi",32,Azul Natacion Mendoza,9,"1:12,00","1:16,78",76780,valid,"9 Ventura, Maxi 32 Azul Natacion Mendoza 1:12,00 1:16,78"
13,35,10,men 30-34 100 LC Meter freestyle,"Pacheco Juri, Jose Tomas",30,Club Deportivo UC,10,"1:10,00","1:17,29",77290,valid,"10 Pacheco Juri, Jose Tomas 30 Club Deportivo UC 1:10,00 1:17,29"
13,36,10,men 30-34 100 LC Meter freestyle,"Magnenat, Javier",34,Agua Plena San Rafael,11,"1:21,00","1:19,01",79010,valid,"11 Magnenat, Javier 34 Agua Plena San Rafael 1:21,00 1:19,01"
13,37,10,men 30-34 100 LC Meter freestyle,"Ruiz, Javier",30,Agua Plena San Rafael,12,"1:30,00","1:26,15",86150,valid,"12 Ruiz, Javier 30 Agua Plena San Rafael 1:30,00 1:26,15"
13,38,10,men 30-34 100 LC Meter freestyle,"Orrego, Ariel",31,Calambre Swim Team,13,"1:35,00","1:30,11",90110,valid,"13 Orrego, Ariel 31 Calambre Swim Team 1:35,00 1:30,11"
13,39,10,men 30-34 100 LC Meter freestyle,"Barrera, Barrera",32,Azul Natacion Mendoza,14,"1:30,00","1:37,48",97480,valid,"14 Barrera, Barrera 32 Azul Natacion Mendoza 1:30,00 1:37,48"
13,40,10,men 30-34 100 LC Meter freestyle,"Maldonado, Nicolas",31,Agua Plena San Rafael,15,"1:30,00","1:44,91",104910,valid,"15 Maldonado, Nicolas 31 Agua Plena San Rafael 1:30,00 1:44,91"
13,42,10,men 35-39 100 LC Meter freestyle,"Rincon, Luis",35,Orinoco Swim,1,"57,30","59,18",59180,valid,"1 Rincon, Luis 35 Orinoco Swim 57,30 59,18"
13,43,10,men 35-39 100 LC Meter freestyle,"Carrera, Angel",35,Nunoa Master,2,"1:05,00","1:03,12",63120,valid,"2 Carrera, Angel 35 Nunoa Master 1:05,00 1:03,12"
13,44,10,men 35-39 100 LC Meter freestyle,"Him, Carlos",36,Orinoco Swim,3,"1:00,00","1:03,59",63590,valid,"3 Him, Carlos 36 Orinoco Swim 1:00,00 1:03,59"
13,45,10,men 35-39 100 LC Meter freestyle,"Celaya, Ariel",36,Aquaclub Maipu,4,"1:05,00","1:06,17",66170,valid,"4 Celaya, Ariel 36 Aquaclub Maipu 1:05,00 1:06,17"
13,46,10,men 35-39 100 LC Meter freestyle,"Nava, Jose",35,Nunoa Master,5,"1:05,85","1:07,62",67620,valid,"5 Nava, Jose 35 Nunoa Master 1:05,85 1:07,62"
13,47,10,men 35-39 100 LC Meter freestyle,"Rivera, Luis",37,Natacion Master Recoleta,6,"1:24,34","1:15,05",75050,valid,"6 Rivera, Luis 37 Natacion Master Recoleta 1:24,34 1:15,05"
13,48,10,men 35-39 100 LC Meter freestyle,"Aguilera, Juan Carlos",37,Master Providencia,7,"1:30,00","1:24,89",84890,valid,"7 Aguilera, Juan Carlos 37 Master Providencia 1:30,00 1:24,89"
13,49,10,men 35-39 100 LC Meter freestyle,"Sanchez, Marco",37,Master Providencia,8,"1:45,00","1:26,04",86040,valid,"8 Sanchez, Marco 37 Master Providencia 1:45,00 1:26,04"
13,50,10,men 35-39 100 LC Meter freestyle,"Barreto, Yuhneyber",39,Pedro Aguirre Cerda,9,"1:23,70","1:26,99",86990,valid,"9 Barreto, Yuhneyber 39 Pedro Aguirre Cerda 1:23,70 1:26,99"
13,51,10,men 35-39 100 LC Meter freestyle,"Le Cerf, Patricio",36,Orinoco Swim,10,"1:28,06","1:28,11",88110,valid,"10 Le Cerf, Patricio 36 Orinoco Swim 1:28,06 1:28,11"
13,52,10,men 35-39 100 LC Meter freestyle,"Gonzalez, Matias",35,Aquaclub Maipu,11,"1:12,14","1:31,76",91760,valid,"11 Gonzalez, Matias 35 Aquaclub Maipu 1:12,14 1:31,76"
13,53,10,men 35-39 100 LC Meter freestyle,"Curihuinca, Camilo",35,Natacion Master Recoleta,12,"1:40,00","1:37,27",97270,valid,"12 Curihuinca, Camilo 35 Natacion Master Recoleta 1:40,00 1:37,27"
14,5,10,men 40-44 100 LC Meter freestyle,"Olivares, Pedro",43,Golden,1,"2:30,00","1:03,42",63420,valid,"1 Olivares, Pedro 43 Golden 2:30,00 1:03,42"
14,6,10,men 40-44 100 LC Meter freestyle,"Garzon, Jean",41,Master Providencia,2,"1:03,50","1:05,36",65360,valid,"2 Garzon, Jean 41 Master Providencia 1:03,50 1:05,36"
14,7,10,men 40-44 100 LC Meter freestyle,"Vergara, Bruno",43,Nunoa Master,3,"1:08,11","1:10,81",70810,valid,"3 Vergara, Bruno 43 Nunoa Master 1:08,11 1:10,81"
14,8,10,men 40-44 100 LC Meter freestyle,"Gonzalez, German",42,Master Providencia,4,"1:05,50","1:12,68",72680,valid,"4 Gonzalez, German 42 Master Providencia 1:05,50 1:12,68"
14,9,10,men 40-44 100 LC Meter freestyle,"Arce, Javier",40,Calambre Swim Team,5,"1:15,00","1:16,10",76100,valid,"5 Arce, Javier 40 Calambre Swim Team 1:15,00 1:16,10"
14,10,10,men 40-44 100 LC Meter freestyle,"Romero, Christian",42,Nunoa Master,6,"1:25,46","1:21,52",81520,valid,"6 Romero, Christian 42 Nunoa Master 1:25,46 1:21,52"
14,11,10,men 40-44 100 LC Meter freestyle,"Serrano, Hector",44,100 por Ciento Swim,7,"1:30,00","1:24,25",84250,valid,"7 Serrano, Hector 44 100 por Ciento Swim 1:30,00 1:24,25"
14,12,10,men 40-44 100 LC Meter freestyle,"Diaz, Andres",42,Master Providencia,8,"1:55,00","1:54,29",114290,valid,"8 Diaz, Andres 42 Master Providencia 1:55,00 1:54,29"
14,14,10,men 45-49 100 LC Meter freestyle,"Garcia, Alexis",48,Penñalolen Master,1,"1:08,00","1:06,41",66410,valid,"1 Garcia, Alexis 48 Penñalolen Master 1:08,00 1:06,41"
14,15,10,men 45-49 100 LC Meter freestyle,"Winter, Juan Enrique",46,Club Deportivo UC,2,"1:15,00","1:16,70",76700,valid,"2 Winter, Juan Enrique 46 Club Deportivo UC 1:15,00 1:16,70"
14,16,10,men 45-49 100 LC Meter freestyle,"Cabello, Daniel",45,Natacion Master Recoleta,3,"1:24,34","1:19,98",79980,valid,"3 Cabello, Daniel 45 Natacion Master Recoleta 1:24,34 1:19,98"
14,17,10,men 45-49 100 LC Meter freestyle,"Camargo, Pablo Sergio",46,Aquaclub Maipu,4,"1:18,81","1:20,56",80560,valid,"4 Camargo, Pablo Sergio 46 Aquaclub Maipu 1:18,81 1:20,56"
14,18,10,men 45-49 100 LC Meter freestyle,"Hidalgo, Victor Andreés",49,Penñalolen Master,5,"1:31,00","1:23,48",83480,valid,"5 Hidalgo, Victor Andreés 49 Penñalolen Master 1:31,00 1:23,48"
14,19,10,men 45-49 100 LC Meter freestyle,"Parada, Oscar",48,Nunoa Master,6,"1:23,29","1:25,87",85870,valid,"6 Parada, Oscar 48 Nunoa Master 1:23,29 1:25,87"
14,20,10,men 45-49 100 LC Meter freestyle,"Paredes, David",46,Penñalolen Master,7,"1:20,00","1:26,50",86500,valid,"7 Paredes, David 46 Penñalolen Master 1:20,00 1:26,50"
14,21,10,men 45-49 100 LC Meter freestyle,"Rojas, Freddy",47,100 por Ciento Swim,8,NT,"1:31,41",91410,valid,"8 Rojas, Freddy 47 100 por Ciento Swim NT 1:31,41"
14,22,10,men 45-49 100 LC Meter freestyle,"Maureira, Luis",47,Pedro Aguirre Cerda,9,"1:30,90","1:33,45",93450,valid,"9 Maureira, Luis 47 Pedro Aguirre Cerda 1:30,90 1:33,45"
14,23,10,men 45-49 100 LC Meter freestyle,"Soria, Gabriel",47,Master Providencia,10,"1:55,00","2:01,42",121420,valid,"10 Soria, Gabriel 47 Master Providencia 1:55,00 2:01,42"
14,25,10,men 50-54 100 LC Meter freestyle,"Gutierrez Oliveros, Luis",52,Club Deportivo UC,1,"1:06,25","1:09,03",69030,valid,"1 Gutierrez Oliveros, Luis 52 Club Deportivo UC 1:06,25 1:09,03"
14,26,10,men 50-54 100 LC Meter freestyle,"Catalan, Marcelo",52,Master Providencia,2,"1:11,00","1:13,42",73420,valid,"2 Catalan, Marcelo 52 Master Providencia 1:11,00 1:13,42"
14,27,10,men 50-54 100 LC Meter freestyle,"Sevil, Angel",54,Penñalolen Master,3,"1:15,00","1:13,67",73670,valid,"3 Sevil, Angel 54 Penñalolen Master 1:15,00 1:13,67"
14,28,10,men 50-54 100 LC Meter freestyle,"Matulic L, Wladimir",53,Club Deportivo UC,4,"1:18,92","1:17,21",77210,valid,"4 Matulic L, Wladimir 53 Club Deportivo UC 1:18,92 1:17,21"
14,29,10,men 50-54 100 LC Meter freestyle,"Romo, Fabri",52,Azul Natacion Mendoza,5,"1:35,87","1:34,61",94610,valid,"5 Romo, Fabri 52 Azul Natacion Mendoza 1:35,87 1:34,61"
14,30,10,men 50-54 100 LC Meter freestyle,"Siqueira, Pablo",53,Penñalolen Master,6,"1:50,00","1:36,08",96080,valid,"6 Siqueira, Pablo 53 Penñalolen Master 1:50,00 1:36,08"
14,32,10,men 55-59 100 LC Meter freestyle,"Gallardo, Enrique",58,Golden,1,"1:06,00","1:06,22",66220,valid,"1 Gallardo, Enrique 58 Golden 1:06,00 1:06,22"
14,33,10,men 55-59 100 LC Meter freestyle,"Briones, Eduardo",57,Master Providencia,2,"1:05,00","1:07,02",67020,valid,"2 Briones, Eduardo 57 Master Providencia 1:05,00 1:07,02"
14,34,10,men 55-59 100 LC Meter freestyle,"Smith, Carlos",58,Master Providencia,3,"1:25,00","1:19,51",79510,valid,"3 Smith, Carlos 58 Master Providencia 1:25,00 1:19,51"
14,35,10,men 55-59 100 LC Meter freestyle,"Panetti, Mario",59,Golden,4,"1:24,00","1:22,92",82920,valid,"4 Panetti, Mario 59 Golden 1:24,00 1:22,92"
14,36,10,men 55-59 100 LC Meter freestyle,"Pacheco C, Mario Alejandro",59,Club Deportivo UC,5,"1:30,00","1:25,11",85110,valid,"5 Pacheco C, Mario Alejandro 59 Club Deportivo UC 1:30,00 1:25,11"
14,37,10,men 55-59 100 LC Meter freestyle,"Biason, Marcelo",56,Golden,6,"1:30,00","1:25,68",85680,valid,"6 Biason, Marcelo 56 Golden 1:30,00 1:25,68"
